"Name","Window","Factor","Threshold","Init","rmse_TEDA_pond","rmse_TEDA_stack","rmse_TEDA_major","mae_TEDA_pond","mae_TEDA_stack","mae_TEDA_major","Energy_Consumed"
"copper-sweep-10","6","0.5","1.8","He","6.202292143405242","6.202292143405242","6.202292143405242","38.4684278321464","38.4684278321464","38.4684278321464","3.7386430643538105e-8"
"northern-sweep-465","6","1","2","Yoshua","9.169959470893865","9.169959470893868","9.169959470893868","84.0881566978361","84.08815669783611","84.08815669783611","4.160028621564985e-8"
"scarlet-sweep-275","6","0.98","3","Yoshua","9.113076592885696","9.113076592885696","9.113076592885696","83.04816498780116","83.04816498780116","83.04816498780116","2.7935233671061932e-8"
"exalted-sweep-475","6","1","3","Yoshua","9.169959470893865","9.169959470893868","9.169959470893868","84.0881566978361","84.08815669783611","84.08815669783611","3.017246878344951e-8"
"rare-sweep-30","6","0.5","1.5","Xavier","5.823374052866006","5.823374052866006","5.823374052866006","33.91168535959306","33.91168535959305","33.91168535959305","4.2997918219498383e-8"
"deep-sweep-500","6","1","3","zero","8.913180929116551","8.913180929116551","8.913180929116551","79.44479427516698","79.444794275167","79.444794275167","2.5641683716028437e-8"
"devout-sweep-115","6","0.75","2","He","8.143995684133197","8.143995684133198","8.143995684133198","66.32466570318013","66.32466570318016","66.32466570318016","3.4069455894546594e-8"
"gentle-sweep-225","6","0.98","3","He","9.36411007970344","9.36411007970344","9.36411007970344","87.68655758480354","87.68655758480354","87.68655758480354","3.344830304955495e-8"
"flowing-sweep-450","6","1","3","Xavier","9.191490150703103","9.191490150703103","9.191490150703103","84.48349119047217","84.48349119047217","84.48349119047217","3.695257471918012e-8"
"proud-sweep-425","6","1","3","He","9.417752048451442","9.417752048451442","9.417752048451442","88.69405364611133","88.69405364611133","88.69405364611133","3.4835337754530986e-8"
"sandy-sweep-380","6","0.99","1.5","zero","8.884437046642688","8.884437046642688","8.884437046642688","78.93322163575705","78.93322163575705","78.93322163575705","2.533588720906563e-8"
"zesty-sweep-85","6","0.5","1.8","zero","5.356251665843222","5.356251665843222","5.356251665843222","28.68943190784829","28.68943190784829","28.68943190784829","3.4512807292104415e-8"
